ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	STRUCTURE
3921	Proto-Panoan	to tie	[n]ɨʂa-	[n]ɨʂa-	rⁿ ɨ ʂ a	None	194	rⁿ ɨ ʂ a - -	C V C V
3929	Shanenawa	to tie	nɨʂa	nɨʂa	n ɨ ʂ a	None	194	n ɨ ʂ a - -	C V C V
3927	Sharanawa	to tie	nɨʂai	nɨʂai	n ɨ ʂ a i	None	194	n ɨ ʂ a i -	C V C V V
3922	ShipiboKonibo	to tie	nɨʂa-	nɨʂa-	n ɨ ʂ a	None	194	n ɨ ʂ a - -	C V C V
3926	Yaminawa	to tie	nɨʂɨ	nɨʂɨ	n ɨ ʂ ɨ	None	194	n ɨ ʂ ɨ - -	C V C V
3449	Amawaka	to touch, to stir with a hand, to grope	mɨʔɨ-	mɨʔɨ-	m ɨ ʔ ɨ	II	155	m ɨ ʔ ɨ	C V C V
3444	Chakobo	to touch, to stir with a hand, to grope	mamɨ-	mamɨ-	m a m ɨ	None	155	m a m ɨ	C V C V
3441	Kakataibo	to touch, to stir with a hand, to grope	mɨɨ-	mɨɨ-	m ɨ ɨ	None	155	m ɨ ɨ -	C V V
3443	Kapanawa	to touch, to stir with a hand, to grope	mɨʔɨ-	mɨʔɨ-	m ɨ ʔ ɨ	None	155	m ɨ ʔ ɨ	C V C V
3450	Kaxinawa	to touch, to stir with a hand, to grope	mɨ-	mɨ-	m ɨ	None	155	m ɨ - -	C V
3453	Korubo	to touch, to stir with a hand, to grope	mɨk-	mɨk-	m ɨ k	None	155	m ɨ k -	C V C
3451	Marinawa	to touch, to stir with a hand, to grope	mɨ́́-	mɨ́́-	m ɨ	None	155	m ɨ - -	C V
3454	Matis	to touch, to stir with a hand, to grope	mɨke-	mɨke-	m ɨ k e	None	155	m ɨ k e	C V C V
3440	Proto-Panoan	to touch, to stir with a hand, to grope	mɨʔ[ɨ]-	mɨʔ[ɨ]-	m ɨ ʔ ɨ	None	155	m ɨ ʔ ɨ	C V C V
3447	Sharanawa	to touch, to stir with a hand, to grope	mɨi	mɨi	m ɨ i	None	155	m ɨ i -	C V V
3442	ShipiboKonibo	to touch, to stir with a hand, to grope	mɨɨ-	mɨɨ-	m ɨ ɨ	None	155	m ɨ ɨ -	C V V
3445	Yaminawa	to touch, to stir with a hand, to grope	mɨ	mɨ	m ɨ	None	155	m ɨ - -	C V
3452	Yawanawa	to touch, to stir with a hand, to grope	mɨ-	mɨ-	m ɨ	None	155	m ɨ - -	C V
6369	Amawaka	to try	tana-	tana-	t a n a	II	383	t a n a - -	C V C V
6364	Chakobo	to try	tana-	tana-	t a n a	None	383	t a n a - -	C V C V
6359	Kakataibo	to try	tã-	tã-	t a ~	None	383	t a ~ - - -	C V 0
6362	Kapanawa	to try	tana-	tana-	t a n a	None	383	t a n a - -	C V C V
6365	Kaxarari	to try	taˈlahi	taˈlahi	t a l a h i	None	383	t a l a h i	C V C V C V
6370	Kaxinawa	to try	tana-	tana-	t a n a	None	383	t a n a - -	C V C V
6372	Korubo	to try	tan-	tan-	t a n	None	383	t a n - - -	C V C
6371	Marinawa	to try	tánã-	tánã-	t a n a ~	None	383	t a n a ~ -	C V C V 0
6373	Matis	to try	tankin	tankin	t a n k i n	None	383	t a n k i n	C V C C V C
6374	Mayoruna	to try	tan	tan	t a n	None	383	t a n - - -	C V C
6358	Proto-Panoan	to try	tara-	tara-	t a r a	None	383	t a r a - -	C V C V
6366	Sharanawa	to try	tanai	tanai	t a n a i	None	383	t a n a i -	C V C V V
6360	ShipiboKonibo	to try	tana-	tana-	t a n a	None	383	t a n a - -	C V C V
3437	Amawaka	to twist, to turn, to move in circles	maya-_I	maya-_I	m a j a	None	154	m a j a -	C V C V
3432	Kakataibo	to twist, to turn, to move in circles	maia-	maia-	m a j a	(posiblemente prestado	154	m a j a -	C V C V
3434	Kapanawa	to twist, to turn, to move in circles	maya-	maya-	m a j a	None	154	m a j a -	C V C V
3438	Kaxinawa	to twist, to turn, to move in circles	maya-	maya-	m a j a	None	154	m a j a -	C V C V
3439	Marinawa	to twist, to turn, to move in circles	máyá-	máyá-	m a j a	None	154	m a j a -	C V C V
3431	Proto-Panoan	to twist, to turn, to move in circles	maya-	maya-	m a j a	None	154	m a j a -	C V C V
3435	Sharanawa	to twist, to turn, to move in circles	mayai	mayai	m a j a i	None	154	m a j a i	C V C V V
3433	ShipiboKonibo	to twist, to turn, to move in circles	maya-	maya-	m a j a	None	154	m a j a -	C V C V
585	Korubo	to vomit	uk	uk	u k	None	270	u k - - - - -	V C
586	Matis	to vomit	uk-kin	uk-kin	u k k i n	None	270	u k k i n - -	V C C V C
782	Amawaka	to vomit	hanã-	hanã-	h a n a ~	None	414	h a n a ~	C V C V 0
779	Chakobo	to vomit	hana-	hana-	h a n a	None	414	h a n a -	C V C V
776	Kakataibo	to vomit	aná-	aná-	a n a	None	414	a n a - -	V C V
777	Kapanawa	to vomit	hanán-	hanán-	h a n a n	también kinán-	414	h a n a n	C V C V C
783	Kaxinawa	to vomit	hanã-	hanã-	h a n a ~	None	414	h a n a ~	C V C V 0
784	Marinawa	to vomit	ánã-	ánã-	a n a ~	None	414	a n a ~ -	V C V 0
775	Proto-Panoan	to vomit	ha[n]a[n]-	ha[n]a[n]-	h a rⁿ a rⁿ	None	414	h a rⁿ a rⁿ	C V C V C
781	Shanenawa	to vomit	anain	anain	a n a n	None	414	a n a n -	V C V C
780	Sharanawa	to vomit	anain	anain	a n a n	None	414	a n a n -	V C V C
785	Yawanawa	to vomit	anan	anan	a n a n	None	414	a n a n -	V C V C
3173	Amawaka	to wait	mana-	mana-	m a n a	II	131	m a n a - -	C V C V
3167	Chakobo	to wait	mana-	mana-	m a n a	None	131	m a n a - -	C V C V
3166	Kapanawa	to wait	maná-	maná-	m a n a	None	131	m a n a - -	C V C V
3172	Katukina	to wait	mana-ai	mana-ai	m a n a a i	None	131	m a n a a i	C V C V V V
3168	Kaxarari	to wait	mɐlɐˈhi	mɐlɐˈhi	m ɐ l ɐ h i	None	131	m ɐ l ɐ h i	C V C V C V
3174	Kaxinawa	to wait	mana-	mana-	m a n a	None	131	m a n a - -	C V C V
3175	Marinawa	to wait	máná-	máná-	m a n a	None	131	m a n a - -	C V C V
3164	Proto-Panoan	to wait	mara-	mara-	m a r a	None	131	m a r a - -	C V C V
3170	Sharanawa	to wait	manai	manai	m a n a i	None	131	m a n a i -	C V C V V
3165	ShipiboKonibo	to wait	maná	maná	m a n a	None	131	m a n a - -	C V C V
3169	Yaminawa	to wait	mana-	mana-	m a n a	None	131	m a n a - -	C V C V
2601	Amawaka	to want	-katsi	-katsi	k a ts i	None	83	k a ts i - - - -	C V C V
2595	Chakobo	to want	-kas-	-kas-	k a s	None	83	k a s - - - - -	C V C
2584	Kakataibo	to want	katsi	katsi	k a ts i	None	83	k a ts i - - - -	C V C V
2588	Kapanawa	to want	-katsiʔ-	-katsiʔ-	k a ts i ʔ	None	83	k a ts i ʔ - - -	C V C V C
2596	Kaxarari	to want	-katsa	-katsa	k a ts a	None	83	k a ts a - - - -	C V C V
2603	Kaxinawa	to want	katsi	katsi	k a ts i	None	83	k a ts i - - - -	C V C V
2606	Korubo	to want	uʃkas-	uʃkas-	u ʃ k a s	None	83	u ʃ k a s - - -	V C C V C
2604	Marinawa	to want	-kátsi	-kátsi	k a ts i	None	83	k a ts i - - - -	C V C V
2590	Marubo	to want	-katsi	-katsi	k a ts i	None	83	k a ts i - - - -	C V C V
2607	Matis	to want	uʂkas-kin	uʂkas-kin	u ʂ k a s k i n	None	83	u ʂ k a s k i n	V C C V C C V C
2610	Mayoruna	to want	uʂ.ˈkas	uʂ.ˈkas	u ʂ k a s	None	83	u ʂ k a s - - -	V C C V C
2582	Proto-Panoan	to want	katsi	katsi	k a ts i	None	83	k a ts i - - - -	C V C V
2600	Sharanawa	to want	-kas-mai	-kas-mai	k a s m a i	None	83	k a s m a i - -	C V C C V V
2587	ShipiboKonibo	to want	-kas	-kas	k a s	None	83	k a s - - - - -	C V C
2599	Yaminawa	to want	katsa	katsa	k a ts a	None	83	k a ts a - - - -	C V C V
1926	Katukina	to wash	tʃua-kin	tʃua-kin	tʃ u a k i n	None	33	tʃ u a k i n -	C V V C V C
1918	Marubo	to wash	tʃoaʔaˈka	tʃoaʔaˈka	tʃ o a ʔ a k a	None	33	tʃ o a ʔ a k a	C V V C V C V
1925	Shanenawa	to wash	tʃuka	tʃuka	tʃ u k a	None	33	tʃ u k a - - -	C V C V
1920	Yaminawa	to wash	choka	choka	tʃ o k a	None	33	tʃ o k a - - -	C V C V
4443	Amawaka	to wash	patsa-	patsa-	p a ts a	II	235	p a ts a - -	C V C V
4438	Chakobo	to wash	patsa-	patsa-	p a ts a	None	235	p a ts a - -	C V C V
4435	Kakataibo	to wash	patsá	patsá	p a ts a	None	235	p a ts a - -	C V C V
4437	Kapanawa	to wash	paʔtsá-	paʔtsá-	p a ʔ ts a	None	235	p a ʔ ts a -	C V C C V
4444	Kaxinawa	to wash	patsa-	patsa-	p a ts a	None	235	p a ts a - -	C V C V
4445	Marinawa	to wash	pátsã-	pátsã-	p a ts a	None	235	p a ts a - -	C V C V
4434	Proto-Panoan	to wash	paʔtsa-	paʔtsa-	p a ʔ ts a	None	235	p a ʔ ts a -	C V C C V
4441	Sharanawa	to wash	patsain	patsain	p a ts a i n	None	235	p a ts a i n	C V C V V C
4436	ShipiboKonibo	to wash	patsá-	patsá-	p a ts a	None	235	p a ts a - -	C V C V
4440	Yaminawa	to wash	patsa	patsa	p a ts a	None	235	p a ts a - -	C V C V
4446	Yawanawa	to wash	patsa	patsa	p a ts a	None	235	p a ts a - -	C V C V
1927	Amawaka	to wash, to wash oneself	tʃoka-	tʃoka-	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1919	Chakobo	to wash, to wash oneself	tʃoko-	tʃoko-	tʃ o k o	None	33	tʃ o k o - - -	C V C V
1922	Chaninawa	to wash, to wash oneself	tʃokai	tʃokai	tʃ o k a i	None	33	tʃ o k a i - -	C V C V V
1914	Kakataibo	to wash, to wash oneself	tʃoka-	tʃoka-	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1916	Kapanawa	to wash, to wash oneself	tʃoka	tʃoka	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1928	Kaxinawa	to wash, to wash oneself	tʃuka-	tʃuka-	tʃ u k a	None	33	tʃ u k a - - -	C V C V
1931	Korubo	to wash, to wash oneself	la-tʃuk-	la-tʃuk-	l a tʃ u k	None	33	l a tʃ u k - -	C V C V C
1929	Marinawa	to wash, to wash oneself	tʃóká-	tʃóká-	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1913	Proto-Panoan	to wash, to wash oneself	tʃoka-	tʃoka-	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1923	Sharanawa	to wash, to wash oneself	tʃokai	tʃokai	tʃ o k a i	None	33	tʃ o k a i - -	C V C V V
1915	ShipiboKonibo	to wash, to wash oneself	tʃoka-	tʃoka-	tʃ o k a	None	33	tʃ o k a - - -	C V C V
1930	Yawanawa	to wash, to wash oneself	tʃuka	tʃuka	tʃ u k a	None	33	tʃ u k a - - -	C V C V
5483	Amawaka	to wear clothes	saɨ-	saɨ-	s a ɨ	None	315	s a ɨ - -	C V V
5479	Chakobo	to wear clothes	sawɨ	sawɨ	s a w ɨ	None	315	s a w ɨ -	C V C V
5477	Kapanawa	to wear clothes	sawɨ	sawɨ	s a w ɨ	None	315	s a w ɨ -	C V C V
5482	Katukina	to wear clothes	sawɨ	sawɨ	s a w ɨ	None	315	s a w ɨ -	C V C V
5484	Kaxinawa	to wear clothes	sawɨ-	sawɨ-	s a w ɨ	None	315	s a w ɨ -	C V C V
5478	Marubo	to wear clothes	sawɨ	sawɨ	s a w ɨ	None	315	s a w ɨ -	C V C V
5486	Mayoruna	to wear clothes	sa.ˈwed	sa.ˈwed	s a w e d	None	315	s a w e d	C V C V C
5474	Proto-Panoan	to wear clothes	sawɨCc-	sawɨCc-	s a w ɨ tʳ	None	315	s a w ɨ tʳ	C V C V C
5480	Sharanawa	to wear clothes	sawɨi	sawɨi	s a w ɨ i	None	315	s a w ɨ i	C V C V V
5476	ShipiboKonibo	to wear clothes	sawɨ-	sawɨ-	s a w ɨ	None	315	s a w ɨ -	C V C V
3467	Amawaka	to wet, wet	mɨtʃa-_I	mɨtʃa-_I	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3460	Chakobo	to wet, wet	tʃaaʂ-	tʃaaʂ-	tʃ a a ʂ	None	156	tʃ a a ʂ - - -	C V V C
3462	Chaninawa	to wet, wet	mɨtʃa	mɨtʃa	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3456	Kakataibo	to wet, wet	tʃaβá-	tʃaβá-	tʃ a β a	None	156	tʃ a β a - - -	C V C V
3458	Kapanawa	to wet, wet	mɨʔtʃa	mɨʔtʃa	m ɨ ʔ tʃ a	None	156	m ɨ ʔ tʃ a - -	C V C C V
3466	Katukina	to wet, wet	mɨtʃa-ai	mɨtʃa-ai	m ɨ tʃ a a i	None	156	m ɨ tʃ a a i -	C V C V V V
3469	Kaxinawa	to wet, wet	mɨtʃa	mɨtʃa	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3471	Marinawa	to wet, wet	mɨtʃa	mɨtʃa	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3459	Marubo	to wet, wet	mɨˈtʃaka	mɨˈtʃaka	m ɨ tʃ a k a	None	156	m ɨ tʃ a k a -	C V C V C V
3455	Proto-Panoan	to wet, wet	mɨʔtʃa-	mɨʔtʃa-	m ɨ ʔ tʃ a	None	156	m ɨ ʔ tʃ a - -	C V C C V
3465	Shanenawa	to wet, wet	mutʃia	mutʃia	m u tʃ i a	None	156	m u tʃ i a - -	C V C V V
3464	Sharanawa	to wet, wet	mɨtʃa	mɨtʃa	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3457	ShipiboKonibo	to wet, wet	mɨtʃá	mɨtʃá	m ɨ tʃ a	None	156	m ɨ tʃ a - - -	C V C V
3461	Yaminawa	to wet, wet	mɨtʃakai	mɨtʃakai	m ɨ tʃ a k a i	None	156	m ɨ tʃ a k a i	C V C V C V V
1056	Amawaka	to whisper	βãxix-ʔi	βãxix-ʔi	β a x i x ʔ i	None	478	β a x i x ʔ i	C V C V C C V
1053	Chakobo	to whisper	βaʂɨʂ-	βaʂɨʂ-	β a ʂ ɨ ʂ	None	478	β a ʂ ɨ ʂ - -	C V C V C
1050	Kakataibo	to whisper	βaʂɨ́ʂ-	βaʂɨ́ʂ-	β a ʂ ɨ ʂ	None	478	β a ʂ ɨ ʂ - -	C V C V C
1052	Kapanawa	to whisper	βaʂɨʂi	βaʂɨʂi	β a ʂ ɨ ʂ i	None	478	β a ʂ ɨ ʂ i -	C V C V C V
1058	Kaxinawa	to whisper	βaʂiʂ-	βaʂiʂ-	β a ʂ i ʂ	None	478	β a ʂ i ʂ - -	C V C V C
1059	Marinawa	to whisper	ɸáʂɨʂɨ	ɸáʂɨʂɨ	ɸ a ʂ ɨ ʂ ɨ	None	478	ɸ a ʂ ɨ ʂ ɨ -	C V C V C V
1049	Proto-Panoan	to whisper	βaʂɨʂɨ-	βaʂɨʂɨ-	β a ʂ ɨ ʂ ɨ	None	478	β a ʂ ɨ ʂ ɨ -	C V C V C V
1054	Sharanawa	to whisper	ɸaʂɨʂɨi	ɸaʂɨʂɨi	ɸ a ʂ ɨ ʂ ɨ i	None	478	ɸ a ʂ ɨ ʂ ɨ i	C V C V C V V
1051	ShipiboKonibo	to whisper	βaʂɨ́ʂ	βaʂɨ́ʂ	β a ʂ ɨ ʂ	None	478	β a ʂ ɨ ʂ - -	C V C V C
5677	Amawaka	to yawn	xawa-	xawa-	x a w a	II	330	x a w a - -	C V C V
5672	Kakataibo	to yawn	ʂaβa-	ʂaβa-	ʂ a β a	None	330	ʂ a β a - -	C V C V
5674	Kapanawa	to yawn	ʂaβa-	ʂaβa-	ʂ a β a	None	330	ʂ a β a - -	C V C V
5678	Kaxinawa	to yawn	ʂaβa	ʂaβa	ʂ a β a	None	330	ʂ a β a - -	C V C V
5671	Proto-Panoan	to yawn	ʂaβa-	ʂaβa-	ʂ a β a	None	330	ʂ a β a - -	C V C V
5675	Sharanawa	to yawn	ʂaɸain	ʂaɸain	ʂ a ɸ a i n	None	330	ʂ a ɸ a i n	C V C V V C
5673	ShipiboKonibo	to yawn	ʂaβa-	ʂaβa-	ʂ a β a	None	330	ʂ a β a - -	C V C V
5413	Amawaka	tobacco	romɨ	romɨ	r o m ɨ	II	308	r o m ɨ	C V C V
5409	Chakobo	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5404	Kakataibo	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5406	Kapanawa	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5414	Kaxinawa	tobacco	dumɨ	dumɨ	d u m ɨ	None	308	d u m ɨ	C V C V
5415	Marinawa	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5408	Marubo	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5403	Proto-Panoan	tobacco	ɽomɨ	ɽomɨ	ɽ o m ɨ	None	308	ɽ o m ɨ	C V C V
5410	Sharanawa	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
5405	ShipiboKonibo	tobacco	romɨ	romɨ	r o m ɨ	None	308	r o m ɨ	C V C V
769	Amawaka	tongue	ˈhana	ˈhana	h a n a	None	403	h a n a	C V C V
761	Chakobo	tongue	ˈhana	ˈhana	h a n a	None	403	h a n a	C V C V
764	Chaninawa	tongue	ada	ada	a d a	None	403	a d a -	V C V
757	Kakataibo	tongue	ana	ana	a n a	None	403	a n a -	V C V
759	Kapanawa	tongue	hana	hana	h a n a	None	403	h a n a	C V C V
767	Katukina	tongue	ana	ana	a n a	None	403	a n a -	V C V
762	Kaxarari	tongue	haˈna	haˈna	h a n a	None	403	h a n a	C V C V
770	Kaxinawa	tongue	hana	hana	h a n a	None	403	h a n a	C V C V
773	Korubo	tongue	ana	ana	a n a	None	403	a n a -	V C V
771	Marinawa	tongue	ana	ana	a n a	None	403	a n a -	V C V
760	Marubo	tongue	ˈana	ˈana	a n a	None	403	a n a -	V C V
774	Matis	tongue	ana	ana	a n a	None	403	a n a -	V C V
768	Poyanawa	tongue	ãda	ãda	a ~.d a	None	403	a ~.d a -	V 0 V
756	Proto-Panoan	tongue	hana	hana	h a n a	None	403	h a n a	C V C V
766	Shanenawa	tongue	ana	ana	a n a	None	403	a n a -	V C V
765	Sharanawa	tongue	ana	ana	a n a	None	403	a n a -	V C V
758	ShipiboKonibo	tongue	hana	hana	h a n a	None	403	h a n a	C V C V
763	Yaminawa	tongue	ana	ana	a n a	None	403	a n a -	V C V
772	Yawanawa	tongue	anna	anna	a n.n a	None	403	a n.n a -	V C V
829	Chaninawa	tongue	aʂɸa	aʂɸa	a ʂ ɸ a	None	449	a ʂ ɸ a - - -	V C C V
833	Marinawa	tongue	áʂɸa	áʂɸa	a ʂ ɸ a	None	449	a ʂ ɸ a - - -	V C C V
3845	Shanenawa	tongue	aʂfua	aʂfua	a ʂ f a	None	449	a ʂ f a - - -	V C C V
834	Yawanawa	tongue	aʂβa	aʂβa	a ʂ β a	None	449	a ʂ β a - - -	V C C V
2346	Amawaka	tongue	kɨxaa_I	kɨxaa_I	k ɨ x a	None	65	k ɨ x a - -	C V C V
2350	Poyanawa	tongue	kɨha	kɨha	k ɨ h a	None	65	k ɨ h a - -	C V C V
5963	Amawaka	tooth, beak of bird	xɨtá_I	xɨtá_I	x ɨ t a	None	353	x ɨ t a	C V C V
5957	Chakobo	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5953	Kakataibo	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5955	Kapanawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5962	Katukina	tooth, beak of bird	ʂita	ʂita	ʂ i t a	None	353	ʂ i t a	C V C V
5958	Kaxarari	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5964	Kaxinawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5967	Korubo	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5965	Marinawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5956	Marubo	tooth, beak of bird	ˈʃɨta	ˈʃɨta	ʃ ɨ t a	None	353	ʃ ɨ t a	C V C V
5968	Matis	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5969	Mayoruna	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5952	Proto-Panoan	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5961	Shanenawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5959	Sharanawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5954	ShipiboKonibo	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
5966	Yawanawa	tooth, beak of bird	ʂɨta	ʂɨta	ʂ ɨ t a	None	353	ʂ ɨ t a	C V C V
6036	Amawaka	transitive concordance suffix	-xo	-xo	x o	None	358	x o -	C V
6031	Chakobo	transitive concordance suffix	ʂo	ʂo	ʂ o	None	358	ʂ o -	C V
6027	Kakataibo	transitive concordance suffix	-ʂõ	-ʂõ	ʂ o ~	None	358	ʂ o ~	C V 0
6029	Kapanawa	transitive concordance suffix	-ʂon	-ʂon	ʂ o n	None	358	ʂ o n	C V C
6035	Katukina	transitive concordance suffix	ʂõ	ʂõ	ʂ o ~	None	358	ʂ o ~	C V 0
6032	Kaxarari	transitive concordance suffix	-ʃu	-ʃu	ʃ u	None	358	ʃ u -	C V
6037	Kaxinawa	transitive concordance suffix	-ʂu	-ʂu	ʂ u	None	358	ʂ u -	C V
6038	Korubo	transitive concordance suffix	ʂun	ʂun	ʂ u n	None	358	ʂ u n	C V C
6030	Marubo	transitive concordance suffix	ʂo	ʂo	ʂ o	None	358	ʂ o -	C V
6039	Matis	transitive concordance suffix	-ʂun	-ʂun	ʂ u n	None	358	ʂ u n	C V C
6040	Mayoruna	transitive concordance suffix	-ʂun	-ʂun	ʂ u n	None	358	ʂ u n	C V C
6026	Proto-Panoan	transitive concordance suffix	-ʂon	-ʂon	ʂ o n	None	358	ʂ o n	C V C
6034	Shanenawa	transitive concordance suffix	-ʂun	-ʂun	ʂ u n	None	358	ʂ u n	C V C
6028	ShipiboKonibo	transitive concordance suffix	-ʂõ	-ʂõ	ʂ o ~	None	358	ʂ o ~	C V 0
6033	Yaminawa	transitive concordance suffix	-ʂõ	-ʂõ	ʂ o ~	None	358	ʂ o ~	C V 0
1557	Amawaka	tree stump	woɾoo	woɾoo	w o ɾ o o	II	516	w o ɾ o o - - - -	C V C V V
1550	Kakataibo	tree stump	βuɾú	βuɾú	β u ɾ u	None	516	β u ɾ u - - - - -	C V C V
1553	Kapanawa	tree stump	hiwi_βoʔɾo	hiwi_βoʔɾo	h i w i β o ʔ ɾ o	None	516	h i w i β o ʔ ɾ o	C V C V C V C C V
1558	Kaxinawa	tree stump	budu	budu	b u d u	None	516	b u d u - - - - -	C V C V
1559	Marinawa	tree stump	ɸóɾo	ɸóɾo	ɸ o ɾ o	None	516	ɸ o ɾ o - - - - -	C V C V
1554	Marubo	tree stump	voɾo	voɾo	v o ɾ o	None	516	v o ɾ o - - - - -	C V C V
1560	Mayoruna	tree stump	mabud	mabud	m a b u d	None	516	m a b u d - - - -	C V C V C
1549	Proto-Panoan	tree stump	βoʔɽo[Cc]	βoʔɽo[Cc]	β o ʔ ɽ o tʳ	None	516	β o ʔ ɽ o tʳ - - -	C V C C V C
1555	Sharanawa	tree stump	ɸoro	ɸoro	ɸ o r o	None	516	ɸ o r o - - - - -	C V C V
1552	ShipiboKonibo	tree stump	βoɾó	βoɾó	β o ɾ o	None	516	β o ɾ o - - - - -	C V C V
2188	Amawaka	tree, stick	hii_I	hii_I	h i i	None	53	h i i -	C V V
2180	Chakobo	tree, stick	hiwi	hiwi	h i w i	None	53	h i w i	C V C V
2175	Kakataibo	tree, stick	ii	ii	i i	None	53	i i - -	V V
2178	Kapanawa	tree, stick	hiwi	hiwi	h i w i	None	53	h i w i	C V C V
2186	Katukina	tree, stick	hiwi	hiwi	h i w i	None	53	h i w i	C V C V
2181	Kaxarari	tree, stick	hiˈwi	hiˈwi	h i w i	None	53	h i w i	C V C V
2189	Kaxinawa	tree, stick	hi	hi	h i	None	53	h i - -	C V
2191	Korubo	tree, stick	iwi	iwi	i w i	None	53	i w i -	V C V
2190	Marinawa	tree, stick	iwi	iwi	i w i	None	53	i w i -	V C V
2179	Marubo	tree, stick	ˈīwĭ	ˈīwĭ	i w i	None	53	i w i -	V C V
2192	Matis	tree, stick	iwi	iwi	i w i	None	53	i w i -	V C V
2187	Poyanawa	tree, stick	iwi	iwi	i w i	None	53	i w i -	V C V
2174	Proto-Panoan	tree, stick	hiwi-	hiwi-	h i w i	None	53	h i w i	C V C V
2185	Shanenawa	tree, stick	iwi	iwi	i w i	None	53	i w i -	V C V
2183	Sharanawa	tree, stick	iɸi	iɸi	i ɸ i	None	53	i ɸ i -	V C V
2177	ShipiboKonibo	tree, stick	hiwi	hiwi	h i w i	None	53	h i w i	C V C V
2182	Yaminawa	tree, stick	iɸI	iɸI	i ɸ	None	53	i ɸ - -	V C
5081	Amawaka	two	rawɨɨ	rawɨɨ	r a w ɨ ɨ	II	284	r a w ɨ ɨ - - -	C V C V V
5071	Chakobo	two	raβɨ	raβɨ	r a β ɨ	None	284	r a β ɨ - - - -	C V C V
5075	Chaninawa	two	raɸɨ	raɸɨ	r a ɸ ɨ	None	284	r a ɸ ɨ - - - -	C V C V
5066	Kakataibo	two	raβɨ́́	raβɨ́́	r a β ɨ	None	284	r a β ɨ - - - -	C V C V
5068	Kapanawa	two	raβɨ́́	raβɨ́́	r a β ɨ	None	284	r a β ɨ - - - -	C V C V
5078	Katukina	two	raβi	raβi	r a β i	None	284	r a β i - - - -	C V C V
5073	Kaxarari	two	tʃabɨta	tʃabɨta	tʃ a b ɨ t a	None	284	tʃ a b ɨ t a - -	C V C V C V
5069	Kaxinawa	two	dabɨ	dabɨ	d a b ɨ	None	284	d a b ɨ - - - -	C V C V
5084	Korubo	two	ɬaβɨtpa	ɬaβɨtpa	ɬ a β ɨ t p a	None	284	ɬ a β ɨ t p a -	C V C V C C V
5082	Marinawa	two	ráɸɨ	ráɸɨ	r a ɸ ɨ	None	284	r a ɸ ɨ - - - -	C V C V
5070	Marubo	two	raˈvɨvakĩ	raˈvɨvakĩ	r a v ɨ v a k i	None	284	r a v ɨ v a k i	C V C V C V C V
5085	Matis	two	dabɨdpa	dabɨdpa	d a b ɨ d p a	None	284	d a b ɨ d p a -	C V C V C C V
5086	Mayoruna	two	daˈɨd	daˈɨd	d a ɨ d	None	284	d a ɨ d - - - -	C V V C
