ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
893	Kayan	tendon	thu¹¹	thu¹¹	tʰ w a ŋ ¹¹		3458	tʰ w a ŋ ¹¹	tʰ w a ŋ ¹¹
1766	NorthernPwo	tendon	thɔ̃³³	thɔ̃³³	tʰ w ɛ̃ ³³		3458	tʰ w ɛ̃ - ³³	tʰ w ɛ̃ ³³
2073	NorthernSgaw	tendon	thu³¹῀	thu³¹῀	tʰ w ɔ ³¹		3458	tʰ w ɔ - ³¹	tʰ w ɔ ³¹
2639	SouthernPwo	tendon	thɔ̃⁵⁵	thɔ̃⁵⁵	tʰ w ɔ̃ ⁵⁵		3458	tʰ w ɔ̃ - ⁵⁵	tʰ w ɔ̃ ⁵⁵
2939	SouthernSgaw	tendon	thu⁴⁵’	thu⁴⁵’	tʰ w ɔ ⁴⁵		3458	tʰ w ɔ - ⁴⁵	tʰ w ɔ ⁴⁵
294	ProtoKaren	termite	*b-ɁwaNᴬ	*b-ɁwaNᴬ	b ə ʔ̚ ⁰ + ʔ w a ɴ ⁵⁵		3466 3467	b ə ʔ̚ ⁰ + ʔ w a ɴ - ⁵⁵	( b ə ʔ̚ ⁰ ) + ʔ|ʔ|ʔ|ʔ|ʔ w|w|w|w|w a|a|a|a|a ɴ|ɴ|ɴ|n|n -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
597	Kayah	termite	phu⁵⁵wa³³	phu⁵⁵wa³³	p u ⁵⁵ + w ɛ ³³		3466 3467	p u - ⁵⁵ + - w ɛ - - ³³	p u ⁵⁵ + w ɛ ³³
894	Kayan	termite	baɁ²¹Ɂu⁵³	baɁ²¹Ɂu⁵³	p a ʔ ²¹ + ʔ u ⁵³		3466 3468	p a ʔ ²¹ + ʔ u - ⁵³	p a ʔ ²¹ + ʔ u ⁵³
1485	NorthernPao	termite	pi⁵⁵Ɂwa³¹ ̈	pi⁵⁵Ɂwa³¹̈	pʰ i ⁵⁵ + ʔ w a n ɦ ³¹		3466 3467	pʰ i - ⁵⁵ + ʔ w a n ɦ ³¹	pʰ i ⁵⁵ + ʔ w a n ɦ ³¹
1767	NorthernPwo	termite	paɁ²¹Ɂɔ̃⁵⁵	paɁ²¹Ɂɔ̃⁵⁵	pʰ a ʔ ²¹ + ʔ ɔ̃ ⁵⁵		3466 3468	pʰ a ʔ ²¹ + ʔ ɔ̃ - ⁵⁵	pʰ a ʔ ²¹ + ʔ ɔ̃ ⁵⁵
2074	NorthernSgaw	termite	pə¹¹ɁuɁ⁴⁵	pə¹¹ɁuɁ⁴⁵	p ə ¹¹ + ʔ u ʔ ⁴⁵		3466 3468	p ə - ¹¹ + ʔ u ʔ ⁴⁵	p ə ¹¹ + ʔ u ʔ ⁴⁵
2342	SouthernPao	termite	pi³³Ɂwa³¹ ̈	pi³³Ɂwa³¹̈	p i ³³ + ʔ w a n ɦ ³¹		3466 3467	p i - ³³ + ʔ w a n ɦ ³¹	p i ³³ + ʔ w a n ɦ ³¹
2640	SouthernPwo	termite	pu³³Ɂɔ̃³¹ ̈	pu³³Ɂɔ̃³¹̈	pʰ u ³³ + ʔ ɔ̃ ɦ ³¹		3466 3468	pʰ u - ³³ + ʔ ɔ̃ ɦ ³¹	pʰ u ³³ + ʔ ɔ̃ ɦ ³¹
2940	SouthernSgaw	termite	pə¹¹ɁɔuɁ²¹	pə¹¹ɁɔuɁ²¹	p ə ¹¹ + ʔ ɔu ʔ ²¹		3466 3468	p ə - ¹¹ + ʔ ɔu ʔ ²¹	p ə ¹¹ + ʔ ɔu ʔ ²¹
295	ProtoKaren	termite (winged~)	*biᴮ	*biᴮ	b i ¹¹		3485	b i - ¹¹	( b i ¹¹ )
598	Kayah	termite (winged~)	pi¹¹	pi¹¹	p i ¹¹		3485	p i - ¹¹	p i ¹¹
895	Kayan	termite (winged~)	pi¹¹	pi¹¹	p i ¹¹		3485	p i - ¹¹	p i ¹¹
1205	Kayaw	termite (winged~)	pi¹¹Ɂi¹¹	pi¹¹Ɂi¹¹	p i ¹¹ + ʔ i ¹¹		3485 3486	p i - ¹¹ + ʔ i ¹¹	p i ¹¹ + ʔ i ¹¹
1486	NorthernPao	termite (winged~)	phi⁵³	phi⁵³	pʰ i ⁵³		3485	pʰ i - ⁵³	pʰ i ⁵³
1768	NorthernPwo	termite (winged~)	phai¹¹ ̈	phai¹¹̈	pʰ ai ɦ ¹¹		3485	pʰ ai ɦ ¹¹	pʰ ai ɦ ¹¹
2075	NorthernSgaw	termite (winged~)	pi¹¹ ̈	pi¹¹̈	p i ɦ ¹¹		3485	p i ɦ ¹¹	p i ɦ ¹¹
2343	SouthernPao	termite (winged~)	pi⁵⁵	pi⁵⁵	p i ⁵⁵		3485	p i - ⁵⁵	p i ⁵⁵
2641	SouthernPwo	termite (winged~)	phɛi³³	phɛi³³	pʰ ɛi ³³		3485	pʰ ɛi - ³³	pʰ ɛi ³³
2941	SouthernSgaw	termite (winged~)	pi³¹	pi³¹	p i ³¹		3485	p i - ³¹	p i ³¹
3197	WesternBwe	termite (winged~)	pə³³Ɂi³³	pə³³Ɂi³³	b ə ³³ + ʔ i ³³		3485 3486	b ə - ³³ + ʔ i ³³	b ə ³³ + ʔ i ³³
296	ProtoKaren	termite mound	*ploŋᴮ	*ploŋᴮ	p l o ŋ ¹¹		3500	p l o ŋ ¹¹	( p l o ŋ ¹¹ )
599	Kayah	termite mound	plɔ¹¹	plɔ¹¹	p l ɔ ¹¹		3500	p l ɔ - ¹¹	p l ɔ ¹¹
896	Kayan	termite mound	bləu¹¹	bləu¹¹	b l əu ¹¹		3500	b l əu - ¹¹	b l əu ¹¹
1206	Kayaw	termite mound	plə¹¹	plə¹¹	p l ə ¹¹		3500	p l ə - ¹¹	p l ə ¹¹
1487	NorthernPao	termite mound	phloŋ⁵⁵	phloŋ⁵⁵	p l o ŋ ⁵⁵		3500	p l o ŋ ⁵⁵	p l o ŋ ⁵⁵
1769	NorthernPwo	termite mound	phlãu¹¹ ̈	phlãu¹¹̈	pʰ l ãu ³³		3500	pʰ l ãu - ³³	pʰ l ãu ³³
2076	NorthernSgaw	termite mound	blə³¹῀	blə³¹῀	b l ə̃ ³¹		3500	b l ə̃ - ³¹	b l ə̃ ³¹
2344	SouthernPao	termite mound	ploŋ³³	ploŋ³³	p l o ŋ ³³		3500	p l o ŋ ³³	p l o ŋ ³³
2642	SouthernPwo	termite mound	phlõu³³	phlõu³³	pʰ l õu ³³		3500	pʰ l õu - ³³	pʰ l õu ³³
3198	WesternBwe	termite mound	plo³³	plo³³	p l o ³³		3500	p l o - ³³	p l o ³³
297	ProtoKaren	thick	*ɁdwɨNᴬ	*ɁdwɨNᴬ	ˀd w ɨ ɴ ⁵⁵		3511	ˀd w ɨ ɴ - ⁵⁵	ˀd|ˀd|ˀd|ˀd|ˀd -|-|-|w|w ɨ|ɨ|ɨ|ɨ|ɨ ɴ|ɴ|ɴ|ɴ|ɴ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
600	Kayah	thick	do³³	do³³	d o ³³		3511	d - o - - ³³	d o ³³
897	Kayan	thick	dɨ⁵³	dɨ⁵³	d ɨ ⁵³		3511	d - ɨ - - ⁵³	d ɨ ⁵³
1207	Kayaw	thick	dʉ⁵⁵	dʉ⁵⁵	d ʉ ⁵⁵		3511	d - ʉ - - ⁵⁵	d ʉ ⁵⁵
1488	NorthernPao	thick	dɨn³¹ ̈	dɨn³¹̈	d ɨ n ɦ ³¹		3511	d - ɨ n ɦ ³¹	d ɨ n ɦ ³¹
2345	SouthernPao	thick	duəm³¹ ̈	duəm³¹̈	d w ə m ɦ ³¹		3511	d w ə m ɦ ³¹	d w ə m ɦ ³¹
298	ProtoKaren	thin (as of cloth)	*Ɂb( )ᴬ	*Ɂbᴬ	ˀb ə ⁵⁵		3518	ˀb ə - ⁵⁵	ˀb|ˀb|ˀb|ˀb|ˀb ə|ə|ə|ə|ə -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
601	Kayah	thin (as of cloth)	bɨ³³	bɨ³³	b ɨ ³³		3518	b ɨ - ³³	b ɨ ³³
898	Kayan	thin (as of cloth)	bɨ⁵³	bɨ⁵³	b ɨ ⁵³		3518	b ɨ - ⁵³	b ɨ ⁵³
1489	NorthernPao	thin (as of cloth)	bə³¹ ̈	bə³¹̈	b ə ɦ ³¹		3518	b ə ɦ ³¹	b ə ɦ ³¹
2077	NorthernSgaw	thin (as of cloth)	bu³³	bu³³	b u ³³		3518	b u - ³³	b u ³³
2346	SouthernPao	thin (as of cloth)	bə³¹ ̈	bə³¹̈	b ə ɦ ³¹		3518	b ə ɦ ³¹	b ə ɦ ³¹
2643	SouthernPwo	thin (as of cloth)	baə³¹ ̈	baə³¹̈	b aə ɦ ³¹		3518	b aə ɦ ³¹	b aə ɦ ³¹
2942	SouthernSgaw	thin (as of cloth)	bu⁵⁵	bu⁵⁵	b u ⁵⁵		3518	b u - ⁵⁵	b u ⁵⁵
299	ProtoKaren	thousand	*hreŋᴬ, *g-thɔNᴬ	*hreŋᴬ	r̥ e ŋ ⁵⁵		3528	r̥ e ŋ - ⁵⁵	r̥|r̥|r̥|r̥|r e|e|e|e|e ŋ|ŋ|ŋ|ŋ|ŋ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
300	ProtoKaren	thousand	*hreŋᴬ, *g-thɔNᴬ	*g-thɔNᴬ	g ə ⁰ + tʰ ɔ ŋ ⁵⁵		3529 3530	g ə ⁰ + tʰ ɔ ŋ ⁵⁵	?g ?ə ?⁰ + tʰ|tʰ|tʰ|tʰ|tʰ ɔ.ŋ|ɔ.ŋ|ɔ.ŋ|ɔ.ŋ|ɔ.ŋ ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
602	Kayah	thousand	ri³³	ri³³	r i ³³		3528	r i - - ³³	r i ³³
899	Kayan	thousand	re⁵³	re⁵³	r e ⁵³		3528	r e - - ⁵³	r e ⁵³
1208	Kayaw	thousand	re⁵⁵, tho³³	re⁵⁵	r e ⁵⁵		3528	r e - - ⁵⁵	r e ⁵⁵
1209	Kayaw	thousand	re⁵⁵, tho³³	tho³³	tʰ o ³³		3530	tʰ o - ³³	tʰ o ³³
1490	NorthernPao	thousand	reŋ³¹ ̈	reŋ³¹̈	r e ŋ ɦ ³¹		3528	r e ŋ ɦ ³¹	r e ŋ ɦ ³¹
2078	NorthernSgaw	thousand	kə¹¹tho³³	kə¹¹tho³³	k ə ¹¹ + tʰ o ³³		3529 3530	k ə ¹¹ + tʰ o - ³³	k ə ¹¹ + tʰ o ³³
2347	SouthernPao	thousand	reŋ³¹ ̈	reŋ³¹̈	r e ŋ ɦ ³¹		3528	r e ŋ ɦ ³¹	r e ŋ ɦ ³¹
2644	SouthernPwo	thousand	thɔ̃⁵³	thɔ̃⁵³	tʰ ɔ̃ ⁵³		3530	tʰ ɔ̃ - ⁵³	tʰ ɔ̃ ⁵³
2943	SouthernSgaw	thousand	thu⁵⁵	thu⁵⁵	tʰ u ⁵⁵		3530	tʰ u - ⁵⁵	tʰ u ⁵⁵
3199	WesternBwe	thousand	gə³³thɔ⁵⁵	gə³³thɔ⁵⁵	g ə ³³ + tʰ ɔ ⁵⁵		1787 3530	g ə ³³ + tʰ ɔ - ⁵⁵	g ə ³³ + tʰ ɔ ⁵⁵
301	ProtoKaren	thread (a needle)	*dowᴮ	*dowᴮ	d ou ¹¹		3545	d ou - ¹¹	( d ou ¹¹ )
603	Kayah	thread (a needle)	to¹¹	to¹¹	t o ¹¹		3545	t o - ¹¹	t o ¹¹
900	Kayan	thread (a needle)	tu¹¹	tu¹¹	t u ¹¹		3545	t u - ¹¹	t u ¹¹
1210	Kayaw	thread (a needle)	tu¹¹	tu¹¹	t u ¹¹		3545	t u - ¹¹	t u ¹¹
1491	NorthernPao	thread (a needle)	thu⁵³	thu⁵³	tʰ u ⁵³		3545	tʰ u - ⁵³	tʰ u ⁵³
1770	NorthernPwo	thread (a needle)	thou¹¹ ̈	thou¹¹̈	tʰ ou ɦ ¹¹		3545	tʰ ou ɦ ¹¹	tʰ ou ɦ ¹¹
2079	NorthernSgaw	thread (a needle)	tɨ¹¹ ̈	tɨ¹¹̈	t ɨ ɦ ¹¹		3545	t ɨ ɦ ¹¹	t ɨ ɦ ¹¹
2348	SouthernPao	thread (a needle)	tu⁵⁵	tu⁵⁵	t u ⁵⁵		3545	t u - ⁵⁵	t u ⁵⁵
2645	SouthernPwo	thread (a needle)	thou³³	thou³³	tʰ ou ³³		3545	tʰ ou - ³³	tʰ ou ³³
2944	SouthernSgaw	thread (a needle)	tɨ³¹	tɨ³¹	t ɨ ³¹		3545	t ɨ - ³¹	t ɨ ³¹
3200	WesternBwe	thread (a needle)	du³³	du³³	d u ³³		3545	d u - ³³	d u ³³
302	ProtoKaren	three	*səmᴬ	*səmᴬ	s ə m ⁵⁵		3557	s ə m - ⁵⁵	( s ə m ⁵⁵ )
604	Kayah	three	sɔ³³	sɔ³³	s ɔ ³³		3557	s ɔ - - ³³	s ɔ ³³
901	Kayan	three	θə⁵³	θə⁵³	θ ə ⁵³		3557	θ ə - - ⁵³	θ ə ⁵³
1211	Kayaw	three	sə⁵⁵	sə⁵⁵	s ə ⁵⁵		3557	s ə - - ⁵⁵	s ə ⁵⁵
1492	NorthernPao	three	səm³¹ ̈	səm³¹̈	s ə m ɦ ³¹		3557	s ə m ɦ ³¹	s ə m ɦ ³¹
1771	NorthernPwo	three	sɑ̃³⁵	sɑ̃³⁵	s ɑ̃ ³⁵		3557	s ɑ̃ - - ³⁵	s ɑ̃ ³⁵
2080	NorthernSgaw	three	sə³³	sə³³	s ə ³³		3557	s ə - - ³³	s ə ³³
2349	SouthernPao	three	səm³¹ ̈	səm³¹̈	s ə m ɦ ³¹		3557	s ə m ɦ ³¹	s ə m ɦ ³¹
2646	SouthernPwo	three	sə̃⁵³	sə̃⁵³	s ə̃ ⁵³		3557	s ə̃ - - ⁵³	s ə̃ ⁵³
2945	SouthernSgaw	three	sə⁵⁵	sə⁵⁵	s ə ⁵⁵		3557	s ə - - ⁵⁵	s ə ⁵⁵
3201	WesternBwe	three	θo⁵⁵	θo⁵⁵	θ o ⁵⁵		3557	θ o - - ⁵⁵	θ o ⁵⁵
303	ProtoKaren	tick	*khejᴮ	*khejᴮ	kʰ ei ¹¹		3570	kʰ ei ¹¹	( kʰ ei ¹¹ )
605	Kayah	tick	khə¹¹	khə¹¹	kʰ ə ¹¹		3570	kʰ ə ¹¹	kʰ ə ¹¹
902	Kayan	tick	khɨ¹¹	khɨ¹¹	kʰ ɨ ¹¹		3570	kʰ ɨ ¹¹	kʰ ɨ ¹¹
1212	Kayaw	tick	khi¹¹	khi¹¹	kʰ i ¹¹		3570	kʰ i ¹¹	kʰ i ¹¹
1772	NorthernPwo	tick	khei³³	khei³³	kʰ ei ³³		3570	kʰ ei ³³	kʰ ei ³³
2081	NorthernSgaw	tick	khi³¹῀	khi³¹῀	kʰ i ³¹		3570	kʰ i ³¹	kʰ i ³¹
2647	SouthernPwo	tick	khei⁵⁵	khei⁵⁵	kʰ ei ⁵⁵		3570	kʰ ei ⁵⁵	kʰ ei ⁵⁵
2946	SouthernSgaw	tick	khi⁴⁵’	khi⁴⁵’	kʰ i ⁴⁵		3570	kʰ i ⁴⁵	kʰ i ⁴⁵
3202	WesternBwe	tick	khi³³	khi³³	kʰ i ³³		3570	kʰ i ³³	kʰ i ³³
304	ProtoKaren	tie (a string)	*cəŋᴬ	*cəŋᴬ	c ə ŋ ⁵⁵		3581	c ə ŋ - ⁵⁵	( c ə ŋ ⁵⁵ )
606	Kayah	tie (a string)	cɔ³³	cɔ³³	c ɔ ³³		3581	c ɔ - - ³³	c ɔ ³³
903	Kayan	tie (a string)	cə⁵³	cə⁵³	c ə ⁵³		3581	c ə - - ⁵³	c ə ⁵³
1213	Kayaw	tie (a string)	cə⁵⁵	cə⁵⁵	c ə ⁵⁵		3581	c ə - - ⁵⁵	c ə ⁵⁵
1493	NorthernPao	tie (a string)	cəŋ³¹ ̈	cəŋ³¹̈	c ə ŋ ɦ ³¹		3581	c ə ŋ ɦ ³¹	c ə ŋ ɦ ³¹
1773	NorthernPwo	tie (a string)	cɑ̃⁵⁵	cɑ̃⁵⁵	c ɑ̃ ⁵⁵		3581	c ɑ̃ - - ⁵⁵	c ɑ̃ ⁵⁵
2082	NorthernSgaw	tie (a string)	cə³³	cə³³	c ə ³³		3581	c ə - - ³³	c ə ³³
2350	SouthernPao	tie (a string)	cəŋ³¹ ̈	cəŋ³¹̈	c ə ŋ ɦ ³¹		3581	c ə ŋ ɦ ³¹	c ə ŋ ɦ ³¹
2648	SouthernPwo	tie (a string)	cə̃³¹ ̈	cə̃³¹̈	c ə̃ ɦ ³¹		3581	c ə̃ - ɦ ³¹	c ə̃ ɦ ³¹
2947	SouthernSgaw	tie (a string)	cə⁵⁵	cə⁵⁵	c ə ⁵⁵		3581	c ə - - ⁵⁵	c ə ⁵⁵
3203	WesternBwe	tie (a string)	co⁵⁵	co⁵⁵	c o ⁵⁵		3581	c o - - ⁵⁵	c o ⁵⁵
305	ProtoKaren	tiger	*keᴬ	*keᴬ	kʰ e ⁵⁵		3594	kʰ e - ⁵⁵	( kʰ e ⁵⁵ )
607	Kayah	tiger	khi³³	khi³³	kʰ i ³³		3594	kʰ i - ³³	kʰ i ³³
904	Kayan	tiger	khai⁵³	khai⁵³	kʰ ai ⁵³		3594	kʰ ai - ⁵³	kʰ ai ⁵³
1214	Kayaw	tiger	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		3594	kʰ i - ⁵⁵	kʰ i ⁵⁵
1494	NorthernPao	tiger	ke³¹ ̈	ke³¹̈	kʰ e ɦ ³¹		3594	kʰ e ɦ ³¹	kʰ e ɦ ³¹
1774	NorthernPwo	tiger	khi³⁵	khi³⁵	kʰ i ³⁵		3594	kʰ i - ³⁵	kʰ i ³⁵
2083	NorthernSgaw	tiger	khe³³jɨ¹¹ ̈ ‘lion’	khe³³jɨ¹¹	kʰ e ³³ + j ɨ ¹¹		3594 3595	kʰ e - ³³ + j ɨ ¹¹	kʰ e ³³ + j ɨ ¹¹
2351	SouthernPao	tiger	ke³¹ ̈	ke³¹̈	kʰ e ɦ ³¹		3594	kʰ e ɦ ³¹	kʰ e ɦ ³¹
2649	SouthernPwo	tiger	khi⁵³	khi⁵³	kʰ i ⁵³		3594	kʰ i - ⁵³	kʰ i ⁵³
3204	WesternBwe	tiger	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		3594	kʰ i - ⁵⁵	kʰ i ⁵⁵
306	ProtoKaren	tilted	*khiŋᴬ	*khiŋᴬ	kʰ i ŋ ⁵⁵		3607	kʰ i ŋ ⁵⁵	( kʰ i ŋ ⁵⁵ )
608	Kayah	tilted	khi³³	khi³³	kʰ i ³³		3607	kʰ i - ³³	kʰ i ³³
905	Kayan	tilted	khi⁵³	khi⁵³	kʰ i ⁵³		3607	kʰ i - ⁵³	kʰ i ⁵³
1215	Kayaw	tilted	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		3607	kʰ i - ⁵⁵	kʰ i ⁵⁵
1495	NorthernPao	tilted	khiŋ⁵⁵	khiŋ⁵⁵	kʰ i ŋ ⁵⁵		3607	kʰ i ŋ ⁵⁵	kʰ i ŋ ⁵⁵
1775	NorthernPwo	tilted	khãi³⁵	khãi³⁵	kʰ ãi ³⁵		3607	kʰ ãi - ³⁵	kʰ ãi ³⁵
2084	NorthernSgaw	tilted	khi³³	khi³³	kʰ i ³³		3607	kʰ i - ³³	kʰ i ³³
2352	SouthernPao	tilted	khiŋ³³	khiŋ³³	kʰ i ŋ ³³		3607	kʰ i ŋ ³³	kʰ i ŋ ³³
2650	SouthernPwo	tilted	khɛ̃i⁵³	khɛ̃i⁵³	kʰ ɛ̃i ⁵³		3607	kʰ ɛ̃i - ⁵³	kʰ ɛ̃i ⁵³
307	ProtoKaren	toad	*Ɂdeᴮsowᴮ	*Ɂdeᴮsowᴮ	ˀd e ¹¹ + s ou ¹¹		1498 3618	ˀd e ¹¹ + s ou ¹¹	( ˀd e ¹¹ ) + ( s ou ¹¹ )
609	Kayah	toad	di¹¹so¹¹	di¹¹so¹¹	d i ¹¹ + s o ¹¹		1498 3618	d i ¹¹ + s o ¹¹	d i ¹¹ + s o ¹¹
906	Kayan	toad	dai¹¹θu¹¹	dai¹¹θu¹¹	d ai ¹¹ + θ u ¹¹		1498 3618	d ai ¹¹ + θ u ¹¹	d ai ¹¹ + θ u ¹¹
1216	Kayaw	toad	di¹¹su¹¹	di¹¹su¹¹	d i ¹¹ + s u ¹¹		1498 3618	d i ¹¹ + s u ¹¹	d i ¹¹ + s u ¹¹
1496	NorthernPao	toad	de⁵⁵su⁵⁵	de⁵⁵su⁵⁵	d e ⁵⁵ + s u ⁵⁵		1498 3618	d e ⁵⁵ + s u ⁵⁵	d e ⁵⁵ + s u ⁵⁵
1776	NorthernPwo	toad	di³³sou³³	di³³sou³³	d i ³³ + s ou ³³		1498 3618	d i ³³ + s ou ³³	d i ³³ + s ou ³³
2085	NorthernSgaw	toad	de³¹῀sɨ³¹῀	de³¹῀sɨ³¹῀	d e ³¹ + s ɨ ³¹		1498 3618	d e ³¹ + s ɨ ³¹	d e ³¹ + s ɨ ³¹
2353	SouthernPao	toad	de³³su³³	de³³su³³	d e ³³ + s u ³³		1498 3618	d e ³³ + s u ³³	d e ³³ + s u ³³
2651	SouthernPwo	toad	di⁵⁵sou⁵⁵	di⁵⁵sou⁵⁵	d i ⁵⁵ + s ou ⁵⁵		1498 3618	d i ⁵⁵ + s ou ⁵⁵	d i ⁵⁵ + s ou ⁵⁵
2948	SouthernSgaw	toad	di⁴⁵’sɨ⁴⁵’	di⁴⁵’sɨ⁴⁵’	d e ⁴⁵ + s ɨ ⁴⁵		1498 3618	d e ⁴⁵ + s ɨ ⁴⁵	d e ⁴⁵ + s ɨ ⁴⁵
3205	WesternBwe	toad	di³³θu³³	di³³θu³³	ɗ i ³³ + θ u ³³		1498 3618	ɗ i ³³ + θ u ³³	ɗ i ³³ + θ u ³³
308	ProtoKaren	tomorrow	*~rɔᴬ	*~rɔᴬ	r ɔ ⁵⁵		3640	r ɔ ⁵⁵	r|r|r|r|r ɔ|ɔ|ɔ|ɔ|ə ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
610	Kayah	tomorrow	pa⁵⁵ro¹¹	pa⁵⁵ro¹¹	p a ⁵⁵ + r o ¹¹		3639 3640	p a ⁵⁵ + r o ¹¹	p a ⁵⁵ + r o ¹¹
1217	Kayaw	tomorrow	mə¹¹ro³³	mə¹¹ro³³	m ɨ ¹¹ + r o ³³		3375 3640	m ɨ - ¹¹ + r o ³³	m ɨ ¹¹ + r o ³³
1497	NorthernPao	tomorrow	mɨ⁵³rau³³	mɨ⁵³rau³³	m ɨ ⁵³ + r au ³³		3375 3640	m ɨ - ⁵³ + r au ³³	m ɨ ⁵³ + r au ³³
1777	NorthernPwo	tomorrow	khɛ¹¹ɣɔ⁵⁵	khɛ¹¹ɣɔ⁵⁵	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵		3642 3643	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵
2086	NorthernSgaw	tomorrow	ləɁ⁴⁵ɣɔ³³	ləɁ⁴⁵ɣɔ³³	l ə ʔ ⁴⁵ + ɣ ɔ ³³		3644 3643	l ə ʔ ⁴⁵ + ɣ ɔ ³³	l ə ʔ ⁴⁵ + ɣ ɔ ³³
2354	SouthernPao	tomorrow	mɨ⁵⁵rau⁵³	mɨ⁵⁵rau⁵³	m ɨ ⁵⁵ + r au ⁵³		3375 3640	m ɨ - ⁵⁵ + r au ⁵³	m ɨ ⁵⁵ + r au ⁵³
2949	SouthernSgaw	tomorrow	ɣɔ³³	ɣɔ³³	ɣ ɔ ³³		3643	ɣ ɔ ³³	ɣ ɔ ³³
309	ProtoKaren	tongue	*bleᴬ	*bleᴬ	b l e ⁵⁵		3654	b l e - ⁵⁵	( b l e ⁵⁵ )
611	Kayah	tongue	pli¹¹	pli¹¹	p l i ¹¹		3654	p l i - ¹¹	p l i ¹¹
907	Kayan	tongue	plai³³	plai³³	p l ai ³³		3654	p l ai - ³³	p l ai ³³
1218	Kayaw	tongue	pli³³	pli³³	p l i ³³		3654	p l i - ³³	p l i ³³
1498	NorthernPao	tongue	phle³³	phle³³	pʰ l e ³³		3654	pʰ l e - ³³	pʰ l e ³³
1778	NorthernPwo	tongue	pli⁵⁵	pli⁵⁵	pʰ l i ⁵⁵		3654	pʰ l i - ⁵⁵	pʰ l i ⁵⁵
2087	NorthernSgaw	tongue	ple³³	ple³³	p l e ³³		3654	p l e - ³³	p l e ³³
2355	SouthernPao	tongue	ple⁵³	ple⁵³	p l e ⁵³		3654	p l e - ⁵³	p l e ⁵³
2652	SouthernPwo	tongue	phli³¹ ̈	phli³¹̈	pʰ l i ɦ ³¹		3654	pʰ l i ɦ ³¹	pʰ l i ɦ ³¹
2950	SouthernSgaw	tongue	ple³³	ple³³	p l e ³³		3654	p l e - ³³	p l e ³³
3206	WesternBwe	tongue	- bli¹¹	-_bli¹¹	b l i ¹¹		3654	b l i - ¹¹	b l i ¹¹
310	ProtoKaren	torn	*dɛɁᴰ/*dwɛɁᴰ	*dɛɁᴰ	d ɛ ʔ̚ ⁵¹		3667	d ɛ ʔ̚ ⁵¹	( d ɛ ʔ̚ ⁵¹ )
311	ProtoKaren	torn	*dɛɁᴰ/*dwɛɁᴰ	*dwɛɁᴰ	d w ɛ ʔ̚ ⁵¹		16	d w ɛ ʔ̚ ⁵¹	?d ?w ?ɛ ?ʔ̚ ?⁵¹
612	Kayah	torn	tɨ³³	tɨ³³	t ɨ ³³		3667	t ɨ - ³³	t ɨ ³³
908	Kayan	torn	tuɁ²¹	tuɁ²¹	t u ʔ ²¹		3667	t u ʔ ²¹	t u ʔ ²¹
1219	Kayaw	torn	tu³³	tu³³	t u ³³		3667	t u - ³³	t u ³³
1499	NorthernPao	torn	thɛɁ⁴⁵	thɛɁ⁴⁵	tʰ ɛ ʔ ⁴⁵		3667	tʰ ɛ ʔ ⁴⁵	tʰ ɛ ʔ ⁴⁵
1779	NorthernPwo	torn	theɁ²¹	theɁ²¹	tʰ e ʔ ²¹		3667	tʰ e ʔ ²¹	tʰ e ʔ ²¹
2088	NorthernSgaw	torn	tɛɁ²¹	tɛɁ²¹	t ɛ ʔ ²¹		3667	t ɛ ʔ ²¹	t ɛ ʔ ²¹
2356	SouthernPao	torn	tɛɁ⁴⁵	tɛɁ⁴⁵	t ɛ ʔ ⁴⁵		3667	t ɛ ʔ ⁴⁵	t ɛ ʔ ⁴⁵
2653	SouthernPwo	torn	theɁ⁴⁵	theɁ⁴⁵	tʰ e ʔ ⁴⁵		3667	tʰ e ʔ ⁴⁵	tʰ e ʔ ⁴⁵
2951	SouthernSgaw	torn	tɛ¹¹ ̈	tɛ¹¹̈	t ɛ ɦ ¹¹		3667	t ɛ ɦ ¹¹	t ɛ ɦ ¹¹
3207	WesternBwe	torn	thɛ³³	thɛ³³	d ɛ ³³		3667	d ɛ - ³³	d ɛ ³³
312	ProtoKaren	tortoise	*kliɁᴰ	*kliɁᴰ	kʰ l i ʔ̚ ⁵¹		3680	kʰ l i ʔ̚ ⁵¹	( kʰ l i ʔ̚ ⁵¹ )
613	Kayah	tortoise	khli⁵⁵	khli⁵⁵	kʰ l i ⁵⁵		3680	kʰ l i - ⁵⁵	kʰ l i ⁵⁵
