ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	COGIDS
7207	Amawaka	to ask	yokaa-_I	yokaa-_I	j o k a	None	456	j o k a	C V C V	456
7200	Kakataibo	to ask	ñoká-	ñoká-	ɲ o k a	None	456	ɲ o k a	C V C V	456
7202	Kapanawa	to ask	yoká-	yoká-	j o k a	None	456	j o k a	C V C V	456
7208	Kaxinawa	to ask	yuka-	yuka-	j u k a	None	456	j u k a	C V C V	456
7209	Marinawa	to ask	yókã-	yókã-	j o k a	None	456	j o k a	C V C V	456
7199	ProtoPanoan	to ask	yoka-	yoka-	j o k a	None	456	j o k a	C V C V	456
7206	Shanenawa	to ask	yuka	yuka	j u k a	None	456	j u k a	C V C V	456
7204	Sharanawa	to ask	yokain	yokain	j o k a	None	456	j o k a	C V C V	456
7201	ShipiboKonibo	to ask	yoká-	yoká-	j o k a	None	456	j o k a	C V C V	456
7203	Yaminawa	to ask	yõka-kĩ	yõka-kĩ	j o k a	None	456	j o k a	C V C V	456
3834	Amawaka	to bathe, to take a bath	naʃi-_I	naʃi-_I	n a ʃ i	None	185	n a ʃ i	C V C V	185
3826	Chakobo	to bathe, to take a bath	aʃi-	aʃi-	a ʃ i	None	185	- a ʃ i	V C V	185
3828	Chaninawa	to bathe, to take a bath	daʃi	daʃi	d a ʃ i	None	185	d a ʃ i	C V C V	185
3822	Kakataibo	to bathe, to take a bath	naʃi-	naʃi-	n a ʃ i	None	185	n a ʃ i	C V C V	185
3824	Kapanawa	to bathe, to take a bath	naʂi-	naʂi-	n a ʂ i	None	185	n a ʂ i	C V C V	185
3833	Katukina	to bathe, to take a bath	naʃi	naʃi	n a ʃ i	None	185	n a ʃ i	C V C V	185
3835	Kaxinawa	to bathe, to take a bath	naʃi-	naʃi-	n a ʃ i	None	185	n a ʃ i	C V C V	185
3836	Marinawa	to bathe, to take a bath	naʃi-	naʃi-	n a ʃ i	None	185	n a ʃ i	C V C V	185
3825	Marubo	to bathe, to take a bath	naʂi	naʂi	n a ʂ i	None	185	n a ʂ i	C V C V	185
3838	Matis	to bathe, to take a bath	nes-_kin	nes-_kin	n e s	None	185	n e s -	C V C	185
3839	Mayoruna	to bathe, to take a bath	nes	nes	n e s	None	185	n e s -	C V C	185
3821	ProtoPanoan	to bathe, to take a bath	[n]as[i]-	[n]as[i]-	rⁿ a s i	None	185	rⁿ a s i	C V C V	185
3832	Shanenawa	to bathe, to take a bath	naʃi	naʃi	n a ʃ i	None	185	n a ʃ i	C V C V	185
3830	Sharanawa	to bathe, to take a bath	naʂi	naʂi	n a ʂ i	None	185	n a ʂ i	C V C V	185
3823	ShipiboKonibo	to bathe, to take a bath	naʃi-	naʃi-	n a ʃ i	None	185	n a ʃ i	C V C V	185
3827	Yaminawa	to bathe, to take a bath	naʃi	naʃi	n a ʃ i	None	185	n a ʃ i	C V C V	185
3837	Yawanawa	to bathe, to take a bath	naʃi	naʃi	n a ʃ i	None	185	n a ʃ i	C V C V	185
5096	Amawaka	to be ashamed, to feel ashamed	rawitɨnɨ_I	rawitɨnɨ_I	r a w i	None	285	r a w i -	C V C V	285
5091	Chakobo	to be ashamed, to feel ashamed	raβi-	raβi-	r a β i	None	285	r a β i -	C V C V	285
5088	Kakataibo	to be ashamed, to feel ashamed	rabi-	rabi-	r a b i	None	285	r a b i -	C V C V	285
5090	Kapanawa	to be ashamed, to feel ashamed	raβín-	raβín-	r a β i n	None	285	r a β i n	C V C V C	285
5095	Katukina	to be ashamed, to feel ashamed	raβinnai	raβinnai	r a β i n	None	285	r a β i n	C V C V C	285
5097	Kaxinawa	to be ashamed, to feel ashamed	dabi-	dabi-	d a b i	None	285	d a b i -	C V C V	285
5098	Marinawa	to be ashamed, to feel ashamed	ráɸi-	ráɸi-	r a ɸ i	None	285	r a ɸ i -	C V C V	285
5100	Matis	to be ashamed, to feel ashamed	dabin-kin	dabin-kin	d a b i n	None	285	d a b i n	C V C V C	285
5087	ProtoPanoan	to be ashamed, to feel ashamed	ɽaβi[n]-	ɽaβi[n]-	ɽ a β i rⁿ	None	285	ɽ a β i rⁿ	C V C V C	285
5093	Sharanawa	to be ashamed, to feel ashamed	raɸi	raɸi	r a ɸ i	None	285	r a ɸ i -	C V C V	285
5089	ShipiboKonibo	to be ashamed, to feel ashamed	raβi-	raβi-	r a β i	None	285	r a β i -	C V C V	285
5092	Yaminawa	to be ashamed, to feel ashamed	raɸĩ-kĩ	raɸĩ-kĩ	r a ɸ i ∼	None	285	r a ɸ i ∼	C V C V C	285
5099	Yawanawa	to be ashamed, to feel ashamed	ɾaβi	ɾaβi	ɾ a β i	None	285	ɾ a β i -	C V C V	285
3855	Amawaka	to bite	natɨx-_I	natɨx-_I	n a t ɨ x	None	187	n a t ɨ x	C V C V C	187
3854	Chakobo	to bite	tɨʂa-	tɨʂa-	t ɨ ʂ	None	187	- - t ɨ ʂ	C V C	187
3852	Kakataibo	to bite	natɨ́́ʂ-	natɨ́́ʂ-	n a t ɨ ʂ	None	187	n a t ɨ ʂ	C V C V C	187
3856	Kaxinawa	to bite	natɨʂ-	natɨʂ-	n a t ɨ ʂ	None	187	n a t ɨ ʂ	C V C V C	187
3851	ProtoPanoan	to bite	[n]atɨʂ-	[n]atɨʂ-	rⁿ a t ɨ ʂ	None	187	rⁿ a t ɨ ʂ	C V C V C	187
3853	ShipiboKonibo	to bite	natɨʂ-	natɨʂ-	n a t ɨ ʂ	None	187	n a t ɨ ʂ	C V C V C	187
2813	Amawaka	to boil	kõwĩ_I	kõwĩ_I	k o w i ∼	None	98	k o w i ∼	C V C V C	98
2808	Kakataibo	to boil	koβĩ	koβĩ	k o β i ∼	None	98	k o β i ∼	C V C V C	98
2810	Kapanawa	to boil	koβín-	koβín-	k o β i n	None	98	k o β i n	C V C V C	98
2814	Kaxinawa	to boil	kubĩ	kubĩ	k u b i ∼	None	98	k u b i ∼	C V C V C	98
2815	Marinawa	to boil	Kofĩ	Kofĩ	k o f i ∼	None	98	k o f i ∼	C V C V C	98
2807	ProtoPanoan	to boil	koβi[n]-	koβi[n]-	k o β i rⁿ	None	98	k o β i rⁿ	C V C V C	98
2811	Sharanawa	to boil	koɸin	koɸin	k o ɸ i n	None	98	k o ɸ i n	C V C V C	98
2809	ShipiboKonibo	to boil	koβĩ	koβĩ	k o β i ∼	None	98	k o β i ∼	C V C V C	98
6496	Amawaka	to break	tɨkɨ-_I	tɨkɨ-_I	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6491	Chakobo	to break	tɨkɨ	tɨkɨ	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6488	Kakataibo	to break	tɨkɨ-́́	tɨkɨ-́́	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6490	Kapanawa	to break	tɨʔkɨ-	tɨʔkɨ-	t ɨ ʔ k ɨ	None	395	t ɨ ʔ k ɨ	C V C C V	395
6497	Kaxinawa	to break	tɨkɨ-	tɨkɨ-	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6498	Matis	to break	ɨ́ḱ_ɨ...	ɨ́ḱ_ɨ...	ɨ k ɨ	None	395	- ɨ - k ɨ	V C V	395
6487	ProtoPanoan	to break	tɨʔk[ɨ]-	tɨʔk[ɨ]-	t ɨ ʔ k ɨ	None	395	t ɨ ʔ k ɨ	C V C C V	395
6494	Sharanawa	to break	tɨkɨi	tɨkɨi	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6489	ShipiboKonibo	to break	tɨkɨ	tɨkɨ	t ɨ k ɨ	None	395	t ɨ - k ɨ	C V C V	395
6493	Yaminawa	to break	tɨka-kĩ	tɨka-kĩ	t ɨ k a	None	395	t ɨ - k a	C V C V	395
4319	Amawaka	to breathe	hõwi-	hõwi-	h o i	None	228	h o i -	C V V	228
4317	Chakobo	to breathe	hoi-	hoi-	h o i	None	228	h o i -	C V V	228
4314	Kakataibo	to breathe	oi-	oi-	o i	None	228	- o i -	V V	228
4316	Kapanawa	to breathe	hoín	hoín	h o i n	None	228	h o i n	C V V C	228
4318	Kaxarari	to breathe	ɦɯiwɛˈɦi	ɦɯiwɛˈɦi	ɦ ɯ ɛ	None	228	ɦ ɯ ɛ -	C V V	228
4320	Kaxinawa	to breathe	huiduku-	huiduku-	h u i	None	228	h u i -	C V V	228
4313	ProtoPanoan	to breathe	hoin	hoin	h o i n	None	228	h o i n	C V V C	228
4315	ShipiboKonibo	to breathe	hoi-	hoi-	h o i	None	228	h o i -	C V V	228
1133	Amawaka	to bring, to search	βɨ́-kin	βɨ́-kin	β ɨ	None	483	β ɨ	C V	483
1127	Chakobo	to bring, to search	βɨ-	βɨ-	β ɨ	None	483	β ɨ	C V	483
1130	Chaninawa	to bring, to search	ɸɨ-	ɸɨ-	ɸ ɨ	None	483	ɸ ɨ	C V	483
1124	Kakataibo	to bring, to search	βɨ	βɨ	β ɨ	None	483	β ɨ	C V	483
1126	Kapanawa	to bring, to search	βɨ-	βɨ-	β ɨ	None	483	β ɨ	C V	483
1128	Kaxarari	to bring, to search	bɨ	bɨ	b ɨ	None	483	b ɨ	C V	483
1135	Kaxinawa	to bring, to search	bɨ	bɨ	b ɨ	None	483	b ɨ	C V	483
1138	Korubo	to bring, to search	βɨ	βɨ	β ɨ	None	483	β ɨ	C V	483
1136	Marinawa	to bring, to search	ɸɨ́-	ɸɨ́-	ɸ ɨ	None	483	ɸ ɨ	C V	483
1139	Matis	to bring, to search	βɨ	βɨ	β ɨ	None	483	β ɨ	C V	483
1140	Mayoruna	to bring, to search	bɨ	bɨ	b ɨ	None	483	b ɨ	C V	483
1123	ProtoPanoan	to bring, to search	βɨ-	βɨ-	β ɨ	None	483	β ɨ	C V	483
1393	Shanenawa	to bring, to search	fi	fi	f i	None	483	f i	C V	483
1131	Sharanawa	to bring, to search	ɸɨ-i	ɸɨ-i	ɸ ɨ	None	483	ɸ ɨ	C V	483
1125	ShipiboKonibo	to bring, to search	βɨ-	βɨ-	β ɨ	None	483	β ɨ	C V	483
1129	Yaminawa	to bring, to search	ɸɨ	ɸɨ	ɸ ɨ	None	483	ɸ ɨ	C V	483
1137	Yawanawa	to bring, to search	βɨ	βɨ	β ɨ	None	483	β ɨ	C V	483
2015	Amawaka	to burn	hɨɾɨɨ-	hɨɾɨɨ-	h ɨ ɾ ɨ	None	41	h ɨ ɾ ɨ	C V C V	41
2010	Chakobo	to burn	ˈhɨɾɨ	ˈhɨɾɨ	h ɨ ɾ ɨ	None	41	h ɨ ɾ ɨ	C V C V	41
2009	Kakataibo	to burn	ɨɾɨ̃-	ɨɾɨ̃-	ɨ ɾ ɨ	None	41	- ɨ ɾ ɨ	V C V	41
2016	Kaxinawa	to burn	hɨdɨ	hɨdɨ	h ɨ d ɨ	None	41	h ɨ d ɨ	C V C V	41
2017	Marinawa	to burn	ɨɾɨ-	ɨɾɨ-	ɨ ɾ ɨ	None	41	- ɨ ɾ ɨ	V C V	41
2019	Mayoruna	to burn	nɨdɨnca	nɨdɨnca	n ɨ d ɨ	(é possível que o prefixo nɨ- esteja afixado	41	n ɨ d ɨ	C V C V	41
2008	ProtoPanoan	to burn	hɨɽɨ-	hɨɽɨ-	h ɨ ɽ ɨ	None	41	h ɨ ɽ ɨ	C V C V	41
2011	Sharanawa	to burn	iɾɨ	iɾɨ	i ɾ ɨ	None	41	- i ɾ ɨ	V C V	41
3702	Mayoruna	to burn	naˈkwa	naˈkwa	n a kʷ a	None	176	n a kʷ a	C V C V	176
3103	Amawaka	to bury	mai-	mai-	m a i	None	126	m a i -	C V V	126
3100	Chakobo	to bury	mai-	mai-	m a i	None	126	m a i -	C V V	126
3097	Kakataibo	to bury	maĩ-	maĩ-	m a i ∼	None	126	m a i ∼	C V V C	126
3099	Kapanawa	to bury	maín_maʔpó-	maín_maʔpó-	m a i n	None	126	m a i n	C V V C	126
3104	Kaxinawa	to bury	maiwa-	maiwa-	m a i	None	126	m a i -	C V V	126
3105	Marinawa	to bury	maiwa-	maiwa-	m a i	None	126	m a i -	C V V	126
3096	ProtoPanoan	to bury	mai[n]-	mai[n]-	m a i rⁿ	None	126	m a i rⁿ	C V V C	126
3098	ShipiboKonibo	to bury	miĩ-	miĩ-	m i i ∼	None	126	m i i ∼	C V V C	126
2247	Amawaka	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2242	Chakobo	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2238	Kakataibo	to call	kwɨ̃-	kwɨ̃-	kʷ ɨ ∼	None	59	kʷ ɨ ∼ -	C V C	59
2240	Kapanawa	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2248	Kaxinawa	to call	kɨnã-	kɨnã-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2251	Korubo	to call	kwɨn	kwɨn	kʷ ɨ n	None	59	kʷ ɨ n -	C V C	59
2249	Marinawa	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2241	Marubo	to call	kɨna	kɨna	k ɨ n a	None	59	k ɨ n a	C V C V	59
2252	Matis	to call	kuɨn	kuɨn	kʷ ɨ n	None	59	kʷ ɨ n -	C V C	59
2253	Mayoruna	to call	kwɨn	kwɨn	kʷ ɨ n	None	59	kʷ ɨ n -	C V C	59
2237	ProtoPanoan	to call	kwɨ[n]a-	kwɨ[n]a-	kʷ ɨ rⁿ a	None	59	kʷ ɨ rⁿ a	C V C V	59
2246	Shanenawa	to call	kɨna	kɨna	k ɨ n a	None	59	k ɨ n a	C V C V	59
2244	Sharanawa	to call	kɨnai	kɨnai	k ɨ n a	None	59	k ɨ n a	C V C V	59
2239	ShipiboKonibo	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
2243	Yaminawa	to call	kɨna-kin	kɨna-kin	k ɨ n a	None	59	k ɨ n a	C V C V	59
2250	Yawanawa	to call	kɨna-	kɨna-	k ɨ n a	None	59	k ɨ n a	C V C V	59
1395	Amawaka	to catch	wi-	wi-	w i	None	503	w i -	C V	503
1388	Chakobo	to catch	βi-	βi-	β i	None	503	β i -	C V	503
1390	Chaninawa	to catch	ɸii	ɸii	ɸ i	None	503	ɸ i -	C V	503
1383	Kakataibo	to catch	βi-	βi-	β i	None	503	β i -	C V	503
1385	Kapanawa	to catch	βi	βi	β i	None	503	β i -	C V	503
1394	Katukina	to catch	βi-ai	βi-ai	β i	None	503	β i -	C V	503
1396	Kaxinawa	to catch	bi-	bi-	b i	None	503	b i -	C V	503
1398	Korubo	to catch	bet	bet	b e t	None	503	b e t	C V C	503
1397	Marinawa	to catch	ɸí-	ɸí-	ɸ i	None	503	ɸ i -	C V	503
1387	Marubo	to catch	vi	vi	v i	None	503	v i -	C V	503
1399	Matis	to catch	bed-kin	bed-kin	b e d	None	503	b e d	C V C	503
1400	Mayoruna	to catch	bed	bed	b e d	None	503	b e d	C V C	503
1382	ProtoPanoan	to catch	βiCc-	βiCc-	β i tʳ	None	503	β i tʳ	C V C	503
1392	Sharanawa	to catch	ɸii	ɸii	ɸ i	None	503	ɸ i -	C V	503
1384	ShipiboKonibo	to catch	βi-	βi-	β i	None	503	β i -	C V	503
1389	Yaminawa	to catch	ɸi	ɸi	ɸ i	None	503	ɸ i -	C V	503
1769	Chakobo	to catch, to graph with one's hand	tsomi	tsomi	ts o m i	None	20	ts o m i	C V C V	20
1772	Kaxinawa	to catch, to graph with one's hand	tsuma-	tsuma-	ts u m a	None	20	ts u m a	C V C V	20
1773	Marinawa	to catch, to graph with one's hand	tsoma	tsoma	ts o m a	None	20	ts o m a	C V C V	20
1766	ProtoPanoan	to catch, to graph with one's hand	tsoma-	tsoma-	ts o m a	None	20	ts o m a	C V C V	20
1770	Sharanawa	to catch, to graph with one's hand	tsomai	tsomai	ts o m a	None	20	ts o m a	C V C V	20
1767	ShipiboKonibo	to catch, to graph with one's hand	tsoma-	tsoma-	ts o m a	None	20	ts o m a	C V C V	20
4267	Amawaka	to come, to arrive	ho-	ho-	h o	None	222	h o	C V	222
4259	Chakobo	to come, to arrive	ho-	ho-	h o	None	222	h o	C V	222
4262	Chaninawa	to come, to arrive	oi	oi	o	None	222	- o	V	222
4255	Kakataibo	to come, to arrive	o-	o-	o	None	222	- o	V	222
4257	Kapanawa	to come, to arrive	ho-	ho-	h o	None	222	h o	C V	222
4266	Katukina	to come, to arrive	hu-ai	hu-ai	h u	None	222	h u	C V	222
4260	Kaxarari	to come, to arrive	hu-	hu-	h u	None	222	h u	C V	222
4268	Kaxinawa	to come, to arrive	hu-	hu-	h u	None	222	h u	C V	222
4269	Marinawa	to come, to arrive	ó-	ó-	o	None	222	- o	V	222
4258	Marubo	to come, to arrive	ūă	ūă	u	None	222	- u	V	222
4254	ProtoPanoan	to come, to arrive	ho-	ho-	h o	None	222	h o	C V	222
4265	Shanenawa	to come, to arrive	u-	u-	u	None	222	- u	V	222
4263	Sharanawa	to come, to arrive	oi	oi	o	None	222	- o	V	222
4256	ShipiboKonibo	to come, to arrive	ho-	ho-	h o	None	222	h o	C V	222
4261	Yaminawa	to come, to arrive	o-kĩ	o-kĩ	o	None	222	- o	V	222
4270	Yawanawa	to come, to arrive	u-	u-	u	None	222	- u	V	222
580	Amawaka	to cough	ʔóko-ʔí	ʔóko-ʔí	ʔ o k o	None	270	ʔ o k o	C V C V	270
575	Chakobo	to cough	ʔoko-	ʔoko-	ʔ o k o	None	270	ʔ o k o	C V C V	270
576	Chaninawa	to cough	non_okoi	non_okoi	o k o	None	270	- o k o	V C V	270
571	Kakataibo	to cough	ʔoko-	ʔoko-	ʔ o k o	None	270	ʔ o k o	C V C V	270
573	Kapanawa	to cough	ʔoko-	ʔoko-	ʔ o k o	None	270	ʔ o k o	C V C V	270
579	Katukina	to cough	uku-iki	uku-iki	u k u	None	270	- u k u	V C V	270
583	Kaxinawa	to cough	uku-	uku-	u k u	None	270	- u k u	V C V	270
584	Marinawa	to cough	ókó-	ókó-	o k o	None	270	- o k o	V C V	270
574	Marubo	to cough	oko	oko	o k o	None	270	- o k o	V C V	270
587	Mayoruna	to cough	uk	uk	u k	None	270	- u k -	V C	270
570	ProtoPanoan	to cough	ʔok[o]-	ʔok[o]-	ʔ o k o	None	270	ʔ o k o	C V C V	270
577	Sharanawa	to cough	okoi	okoi	o k o	None	270	- o k o	V C V	270
572	ShipiboKonibo	to cough	ʔoko-	ʔoko-	ʔ o k o	None	270	ʔ o k o	C V C V	270
5146	Amawaka	to cover, to embrace	rako-	rako-	r a k o	II	289	r a k o - -	C V C V	289
5143	Chakobo	to cover, to embrace	rakoi-	rakoi-	r a k o i	None	289	r a k o - i	C V C V V	289
5140	Kakataibo	to cover, to embrace	rakú-ti	rakú-ti	r a k u t i	None	289	r a k u t i	C V C V C V	289
5142	Kapanawa	to cover, to embrace	raʔko-kin	raʔko-kin	r a k o	None	289	r a k o - -	C V C V	289
5147	Kaxinawa	to cover, to embrace	daku-	daku-	d a k u	None	289	d a k u - -	C V C V	289
5149	Korubo	to cover, to embrace	ɬakute	ɬakute	ɬ a k u t e	None	289	ɬ a k u t e	C V C V C V	289
5148	Marinawa	to cover, to embrace	ráko-	ráko-	r a k o	None	289	r a k o - -	C V C V	289
5139	ProtoPanoan	to cover, to embrace	ɽako-	ɽako-	ɽ a k o	None	289	ɽ a k o - -	C V C V	289
5144	Sharanawa	to cover, to embrace	rakoti	rakoti	r a k o t i	None	289	r a k o t i	C V C V C V	289
5141	ShipiboKonibo	to cover, to embrace	rako-	rako-	r a k o	None	289	r a k o - -	C V C V	289
3549	Amawaka	to crawl	mɨʂo-_I	mɨʂo-_I	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3544	Kakataibo	to crawl	mɨʂo-	mɨʂo-	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3546	Kapanawa	to crawl	mɨʂo-	mɨʂo-	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3550	Kaxinawa	to crawl	mɨʂu-	mɨʂu-	m ɨ ʂ u	None	163	m ɨ ʂ u	C V C V	163
3551	Marinawa	to crawl	mɨ́́ʂo-	mɨ́́ʂo-	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3552	Matis	to crawl	mɨʂkin	mɨʂkin	m ɨ ʂ	None	163	m ɨ ʂ -	C V C	163
3543	ProtoPanoan	to crawl	mɨʂo	mɨʂo	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3547	Sharanawa	to crawl	mɨʂoi	mɨʂoi	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
3545	ShipiboKonibo	to crawl	mɨʂo-	mɨʂo-	m ɨ ʂ o	None	163	m ɨ ʂ o	C V C V	163
6896	Amawaka	to cry	wíniʔí	wíniʔí	w i n	None	431	w i n	C V C	431
6891	Chakobo	to cry	wini-	wini-	w i n	None	431	w i n	C V C	431
6888	Kakataibo	to cry	i-	i-	i	None	431	- i -	V	431
6890	Kapanawa	to cry	wini-	wini-	w i n	None	431	w i n	C V C	431
6892	Kaxarari	to cry	wiʃahi	wiʃahi	w i	None	431	w i -	C V	431
6897	Korubo	to cry	win-	win-	w i n	None	431	w i n	C V C	431
6898	Matis	to cry	win-_kin	win-_kin	w i n	None	431	w i n	C V C	431
6899	Mayoruna	to cry	win	win	w i n	None	431	w i n	C V C	431
6887	ProtoPanoan	to cry	wi[n]-	wi[n]-	w i rⁿ	None	431	w i rⁿ	C V C	431
6894	Sharanawa	to cry	ɸini	ɸini	ɸ i n	None	431	ɸ i n	C V C	431
6889	ShipiboKonibo	to cry	wini-	wini-	w i n	None	431	w i n	C V C	431
6893	Yaminawa	to cry	oia	oia	w i	None	431	w i -	C V	431
1317	Amawaka	to cut	wɨstɨɨ-	wɨstɨɨ-	w ɨ s t ɨ	None	496	w ɨ s t ɨ	C V C C V	496
1312	Chakobo	to cut	βɨstɨkɨ-	βɨstɨkɨ-	β ɨ s t ɨ	None	496	β ɨ s t ɨ	C V C C V	496
1309	Kakataibo	to cut	βɨstɨ́	βɨstɨ́	β ɨ s t ɨ	None	496	β ɨ s t ɨ	C V C C V	496
1311	Kapanawa	to cut	βɨstɨ-kin	βɨstɨ-kin	β ɨ s t ɨ	None	496	β ɨ s t ɨ	C V C C V	496
1313	Kaxarari	to cut	bustɨ-atu	bustɨ-atu	b u s t ɨ	None	496	b u s t ɨ	C V C C V	496
1318	Kaxinawa	to cut	bɨstɨ-	bɨstɨ-	b ɨ s t ɨ	None	496	b ɨ s t ɨ	C V C C V	496
1319	Marinawa	to cut	ɸɨstɨ-	ɸɨstɨ-	ɸ ɨ s t ɨ	None	496	ɸ ɨ s t ɨ	C V C C V	496
1320	Mayoruna	to cut	bɨʂte	bɨʂte	b ɨ ʂ t e	None	496	b ɨ ʂ t e	C V C C V	496
1308	ProtoPanoan	to cut	βɨstɨ-	βɨstɨ-	β ɨ s t ɨ	None	496	β ɨ s t ɨ	C V C C V	496
1315	Sharanawa	to cut	ɸɨstɨi	ɸɨstɨi	ɸ ɨ s t ɨ	None	496	ɸ ɨ s t ɨ	C V C C V	496
1310	ShipiboKonibo	to cut	βɨstɨ́	βɨstɨ́	β ɨ s t ɨ	None	496	β ɨ s t ɨ	C V C C V	496
1314	Yaminawa	to cut	mɨʂtɨ	mɨʂtɨ	m ɨ ʂ t ɨ	None	496	m ɨ ʂ t ɨ	C V C C V	496
5287	Katukina	to cut	ɾɨɾa-ai	ɾɨɾa-ai	ɾ ɨ ɾ	None	299	ɾ ɨ ɾ	C V C	299
5667	Amawaka	to cut	xatɨ-	xatɨ-	x a t ɨ	II	329	x a - t ɨ	C V C V	329
5662	Chaninawa	to cut	ʃatɨ	ʃatɨ	ʃ a t ɨ	None	329	ʃ a - t ɨ	C V C V	329
5657	Kakataibo	to cut	ʂatɨ-ti	ʂatɨ-ti	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5659	Kapanawa	to cut	ʂaʔtɨ-	ʂaʔtɨ-	ʂ a ʔ t ɨ	None	329	ʂ a ʔ t ɨ	C V C C V	329
5666	Katukina	to cut	ʃati-ai	ʃati-ai	ʃ a t i	None	329	ʃ a - t i	C V C V	329
5668	Kaxinawa	to cut	ʂatɨ-	ʂatɨ-	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5669	Marinawa	to cut	ʂatɨ-	ʂatɨ-	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5660	Marubo	to cut	ˈʃātɯ̆	ˈʃātɯ̆	ʃ a t ɯ	None	329	ʃ a - t ɯ	C V C V	329
5656	ProtoPanoan	to cut	ʂaʔtɨ-	ʂaʔtɨ-	ʂ a ʔ t ɨ	None	329	ʂ a ʔ t ɨ	C V C C V	329
5665	Shanenawa	to cut	ʂatɨ	ʂatɨ	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5663	Sharanawa	to cut	ʂatɨi	ʂatɨi	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5658	ShipiboKonibo	to cut	ʂatɨ-	ʂatɨ-	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5661	Yaminawa	to cut	ʂatɨ	ʂatɨ	ʂ a t ɨ	None	329	ʂ a - t ɨ	C V C V	329
5670	Yawanawa	to cut	ʃatɨ-	ʃatɨ-	ʃ a t ɨ	None	329	ʃ a - t ɨ	C V C V	329
3385	Amawaka	to cut hair	maxko-_I	maxko-_I	m a x k o	None	148	m a x k o -	C V C C V	148
3381	Chakobo	to cut hair	maʂko-	maʂko-	m a ʂ k o	None	148	m a ʂ k o -	C V C C V	148
3378	Kakataibo	to cut hair	maʂko-	maʂko-	m a ʂ k o	None	148	m a ʂ k o -	C V C C V	148
3386	Kaxinawa	to cut hair	maʂkuɾu	maʂkuɾu	m a ʂ k u ɾ	None	148	m a ʂ k u ɾ	C V C C V C	148
3387	Marinawa	to cut hair	máʂkó	máʂkó	m a ʂ k o	None	148	m a ʂ k o -	C V C C V	148
3377	ProtoPanoan	to cut hair	maʂkoɽ-	maʂkoɽ-	m a ʂ k o ɽ	None	148	m a ʂ k o ɽ	C V C C V C	148
3379	ShipiboKonibo	to cut hair	maʂko-	maʂko-	m a ʂ k o	None	148	m a ʂ k o -	C V C C V	148
4592	Amawaka	to deceive	pãrã-	pãrã-	p a r a ∼	II	245	p a r a ∼	C V C V C	245
4589	Chakobo	to deceive	para-	para-	p a r a	None	245	p a r a -	C V C V	245
4585	Kakataibo	to deceive	parã́-	parã́-	p a r a ∼	None	245	p a r a ∼	C V C V C	245
4587	Kapanawa	to deceive	parán-	parán-	p a r a n	None	245	p a r a n	C V C V C	245
4593	Kaxinawa	to deceive	padã	padã	p a d a ∼	None	245	p a d a ∼	C V C V C	245
4594	Marinawa	to deceive	párã	párã	p a r a ∼	None	245	p a r a ∼	C V C V C	245
4588	Marubo	to deceive	parã	parã	p a r a ∼	None	245	p a r a ∼	C V C V C	245
4584	ProtoPanoan	to deceive	paɽa[n]-	paɽa[n]-	p a ɽ a rⁿ	None	245	p a ɽ a rⁿ	C V C V C	245
4590	Sharanawa	to deceive	parai	parai	p a r a	None	245	p a r a -	C V C V	245
4586	ShipiboKonibo	to deceive	parã-́	parã-́	p a r a ∼	None	245	p a r a ∼	C V C V C	245
2276	Amawaka	to design, to paint	kɨnɨɨ-	kɨnɨɨ-	k ɨ n ɨ	None	61	k ɨ n ɨ	C V C V	61
2271	Chakobo	to design, to paint	ˈkɨnɨ	ˈkɨnɨ	k ɨ n ɨ	None	61	k ɨ n ɨ	C V C V	61
